PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201500161824	25540626			Risk factors for pancreatic cancer: underlying mechanisms and potential targets		Pandol, Stephen J.									Frontiers in Physiology		2014	DEC 10 2014	5		Article No.: 490	490																						1664-042X	1664-042X	10.3389/fphys.2014.00490																		
J	BCI:BCI201500121296	25497408			The changing landscape of genetic testing for hereditary breast and ovarian cancer		Bellcross, Cecelia A.									Current Problems in Cancer		2014	NOV-DEC 2014	38	6	209-215	209	215																					0147-0272	1535-6345	10.1016/j.currproblcancer.2014.10.001																		
J	BCI:BCI201500121297	25432528			Identifying hereditary cancer: Genetic counseling and cancer risk assessment		Lewis, Kimberly Marie									Current Problems in Cancer		2014	NOV-DEC 2014	38	6	216-225	216	225																					0147-0272	1535-6345	10.1016/j.currproblcancer.2014.10.002																		
J	BCI:BCI201500121298	25497409			Hereditary breast and ovarian cancer syndrome: Considering the complexities		Senter, Leigha									Current Problems in Cancer		2014	NOV-DEC 2014	38	6	226-234	226	234																					0147-0272	1535-6345	10.1016/j.currproblcancer.2014.10.003																		
J	BCI:BCI201500121299	25497410			Beyond BRCA1 and BRCA2		King-Spohn, Kimberly; Pilarski, Robert									Current Problems in Cancer		2014	NOV-DEC 2014	38	6	235-248	235	248										Pilarski, Robert/E-3871-2011											0147-0272	1535-6345	10.1016/j.currproblcancer.2014.10.004																		
J	BCI:BCI201400596887	24915046			"I Do Not Want My Baby to Suffer as I Did"; Prenatal and Preimplantation Genetic Diagnosis for BRCA1/2 Mutations: A Case Report and Genetic Counseling Considerations		Dagan, Efrat (edagan@univ.haifa.ac.il) ; Gershoni-Baruch, Ruth; Kurolap, Alina; Goldberg, Yael; Fried, Georgeta									Genetic Testing and Molecular Biomarkers		2014	JUL 2014	18	7	461-466	461	466							This article presents the complexity of prenatal genetic diagnosis and preimplantation genetic diagnosis for hereditary breast-ovarian cancer syndrome. These issues are discussed using a case report to highlight the genetic counseling process, together with decision-making considerations, in light of the clinical, psychological, and ethical perspectives, of both the mutation carriers and health professionals; and the health policy regarding these procedures in Israel compared to several European countries.														1945-0265	1945-0257	10.1089/gtmb.2013.0513																		
J	BCI:BCI201400518488	24820399			Early Detection of High-grade Tubal Serous Carcinoma in Women at Low Risk for Hereditary Breast and Ovarian Cancer Syndrome by Systematic Examination of Fallopian Tubes Incidentally Removed During Benign Surgery		Rabban, Joseph T. (joseph.rabban@ucsf.edu) ; Garg, Karuna; Crawford, Beth; Chen, Lee-may; Zaloudek, Charles J.									American Journal of Surgical Pathology		2014	JUN 2014	38	6	729-742	729	742							Early detection of sporadic pelvic serous carcinoma remains an elusive goal. In women at high risk for hereditary breast and ovarian cancer syndrome who undergo prophylactic salpingectomy, systematic pathologic examination of the fallopian tubes will detect occult tubal cancer, mostly in the fimbriae, of a minority of women. Such tubal cancers are the putative precursor to advanced-stage pelvic cancer. We hypothesized that early tubal cancer detection can also be accomplished in women at low risk using a similar approach. In this study, we performed complete and systematic examination of the fallopian tubes removed during surgery performed for benign indications. Among 522 women, 4 cases of serous tubal intraepithelial carcinoma (STIC) were identified. Three of these cases would have gone undetected using the current standard of care of sampling only a single random section of the tube. The fourth case was accompanied by occult ovarian carcinoma. The fimbriae contained STIC in 3 of the 4 cases and atypical mucosa in 1 case in which the STIC was in the nonfimbriated portion of the tube. The morphologic and immunohistochemical features (aberrant p53 and MIB-1) of these STICs were similar to those expected in high-risk women. All 4 patients with STIC underwent BRCA1 and BRCA2 gene testing; no germline mutations were identified in any patient. An additional 11 specimens contained atypical mucosal proliferations that fell short of morphologic and immunohistochemical criteria for STIC. Two of these 11 fulfilled criteria for a serous tubal intraepithelial lesion, and the remaining atypical proliferations exhibited normal p53 and MIB-1. For most specimens, the fimbriae could be completely submitted in 1 or 2 cassettes per tube. These results demonstrate that systematic examination of the tubal fimbriae can serve as a form of early detection of sporadic tubal cancer without incurring significant labor or cost. We propose that the tubal fimbriae should be completely examined in all patients undergoing benign surgery even if there are no clinical features to suggest risk for hereditary breast and ovarian cancer syndrome.														0147-5185	1532-0979	10.1097/PAS.0000000000000199																		
J	BCI:BCI201400509386	24719479			Serous Tubal Intraepithelial Carcinoma in a Japanese Woman with a Deleterious BRCA1 Mutation		Ishikawa, Hiroshi (ishikawa@chiba-u.jp) ; Kiyokawa, Takako; Utsuno, Emi; Matsushita, Kazuyuki; Nomura, Fumio; Shozu, Makio									Japanese Journal of Clinical Oncology		2014	JUN 2014	44	6	597-601	597	601							Risk-reducing salpingo-oophorectomy for reducing future cancer risk in women with hereditary breast and ovarian cancer syndrome is rarely performed in Japan; therefore, the cancer preventive effect of risk-reducing salpingo-oophorectomy for hereditary breast and ovarian cancer syndrome among the Japanese population remains unclear. Here, we report the first case of serous tubal intraepithelial carcinoma identified through a risk-reducing salpingo-oophorectomy in a Japanese woman with hereditary breast and ovarian cancer syndrome and who had a deleterious germline mutation of E1214X in BRCA1, but not a BRCA2 mutation. A pre-operative examination revealed multiple uterine leiomyomas but no adnexal mass. Robotic-assisted bilateral salpingo-oophorectomy together with hysterectomy was performed. A pathological examination identified serous tubal intraepithelial carcinoma in the right fallopian tube with no dissemination. Serous tubal intraepithelial carcinoma is implicated as an origin of invasive cancer of the fallopian tube with peritoneal dissemination; prophylactic salpingo-oophorectomy is currently the only method to identify this occult cancer. Our case demonstrated that risk-reducing salpingo-oophorectomy can detect occult cancers, including serous tubal intraepithelial carcinoma, thereby preventing future cancer development in the Japanese hereditary breast and ovarian cancer syndrome population.				Matsushita, Kazuyuki/0000-0001-6742-0761										0368-2811	1465-3621	10.1093/jjco/hyu035																		
J	BCI:BCI201400409487	23873115			American College of Obstetricians and Gynecologists Practice Bulletins: Ascertaining Their Citation, Influence, and Utilization		Bernhard, Kiley A. (kiley.bernhard@aurora.org) ; Siddiqui, Danish S.; Leonard, Kinsey M.; Chauhan, Suneet P.									American Journal of Perinatology		2014	MAY 2014	31	5	373-381	373	381							Objective To ascertain the influence and utilization of the American College Obstetricians and Gynecologists practice bulletins (PBs) by measuring their citations in three different search tools.Study Design PBs in obstetrics (OB-PBs) and gynecology (GYN-PBs) published from September 1998 to December 2009 were identified. PubMed, Ovid MEDLINE, and Web of Science were utilized to determine how often PBs were cited. The citations were quantified by three parameters, most citations, highest citation rate, and highest impact factor.Results The OB-PB with the most citations (125) was PB no. 33 (Diagnosis and Management of Preeclampsia and Eclampsia), highest citation rate (44) was PB no. 101 (Ultrasonography in Pregnancy), highest OBGYN impact factor (4.39) was PB no. 71 (Episiotomy), and highest non-OBGYN impact factor (53.49) was PB no. 38 (Perinatal Care at Threshold of Viability). The GYN-PB with the highest citation rate (103) was PB no. 109 (Cervical Cytology Screening), highest OBGYN impact factor (3.85) was PB no. 103 (Hereditary Breast and Ovarian Cancer Syndrome), and highest non-OBGYN impact factor (20.89) was PB no. 35 (Cervical Carcinoma).Conclusions No one PB had the most citations, highest citation rate, and highest impact factor.			Guinan, Irazu/C-4498-2017											0735-1631	1098-8785	10.1055/s-0033-1349895																		
J	BCI:BCI201400415051	24603131			Decision-making on preimplantation genetic diagnosis and prenatal diagnosis: a challenge for couples with hereditary breast and ovarian cancer		Derks-Smeets, I. A. P.; Gietel-Habets, J. J. G.; Tibben, A.; Tjan-Heijnen, V. C. G.; Meijer-Hoogeveen, M.; Geraedts, J. P. M.; van Golde, R.; Gomez-Garcia, E.; van den Bogaart, E.; van Hooijdonk, M.; de Die-Smulders, C. E. M. (c.dedie@mumc.nl) ; van Osch, L. A. D. M.									Human Reproduction (Oxford)		2014	MAY 2014	29	5	1103-1112	1103	1112							How do couples with a BRCA1/2 mutation decide on preimplantation genetic diagnosis (PGD) and prenatal diagnosis (PND) for hereditary breast and ovarian cancer syndrome (HBOC)?BRCA couples primarily classify PGD and/or PND as reproductive options based on the perceived severity of HBOC and moral considerations, and consequently weigh the few important advantages of PGD against numerous smaller disadvantages.Awareness of PGD is generally low among persons at high risk for hereditary cancers. Most persons with HBOC are in favour of offering PGD for BRCA1/2 mutations, although only a minority would consider this option for themselves. Studies exploring the motivations for using or refraining from PGD among well-informed BRCA carriers of reproductive age are lacking. We studied the reproductive decision-making process by interviewing a group of well-informed, reproductive aged couples carrying a BRCA1/2 mutation, regarding their decisional motives and considerations.This exploratory, qualitative study investigated the motives and considerations taken into account by couples with a BRCA1/2 mutation and who have received extensive counselling on PGD and PND and have made a well-informed decision regarding this option. Eighteen couples took part in focus group and dyadic interviews between January and September 2012.Semi-structured focus groups were conducted containing two to four couples, assembled based on the reproductive method the couple had chosen: PGD (n 6 couples) or conception without testing (n 8 couples). Couples who had chosen PND for BRCA (n 4) were interviewed dyadically. Two of the women, of whom one had chosen PND and the other had chosen no testing, had a history of breast cancer.None of the couples who opted for PGD or conception without testing found the use of PND, with possible pregnancy termination, acceptable. PND users chose this method because of decisive, mainly practical reasons (natural conception, high chance of favourable outcome). Motives and considerations regarding PGD largely overlapped between PGD users, PND users and non-users, all mentioning some significant advantages (e.g. protecting the child and family from the mutation) and many smaller disadvantages (e.g. the necessity of in vitro fertilization (IVF), low chance of pregnancy by IVF/PGD). For female carriers, the safety of hormonal stimulation and the time required for PGD before undergoing preventive surgeries were important factors in the decision. Non-users expressed doubts about the moral justness of their decision afterwards and emphasized the impact the decision still had on their lives.The interviewed couples were at different stages in their chosen trajectory, up to 3 years after completion. This may have led to recall bias of original motives and considerations. Couples who did not actively seek information about PGD were excluded. Therefore the results may not be readily generalizable to all BRCA couples.The perceived severity of HBOC and, for female carriers, the safety of hormonal stimulation and the time frames for PGD planning before preventive surgeries are essential items BRCA couples consider in reproductive decision-making. The emotional impact of this decision should not be underestimated; especially non-users may experience feelings of doubt or guilt up to several years afterwards. PGD counselling with tailored information addressing these items and decisional support in order to guarantee well-informed decision-making is needed.This study was funded by the Dutch breast cancer foundation Stichting Pink Ribbon, grant number 2010.PS11.C74. None of the authors have competing interests to declare.Not applicable.				Tibben, Aad/0000-0002-4560-1710										0268-1161	1460-2350	10.1093/humrep/deu034																		
J	BCI:BCI201400382724	24395671			A Novel Splice Site Mutation in the Noncoding Region of BRCA2: Implications for Fanconi Anemia and Familial Breast Cancer Diagnostics		Bakker, Janine L.; Thirthagiri, Eswary; van Mil, Saskia E.; Adank, Muriel A.; Ikeda, Hideyuki; Verheul, Henk M. W.; Meijers-Heijboer, Hanne; de Winter, Johan P.; Sharan, Shyam K.; Waisfisz, Quinten (q.waisfisz@vumc.nl)									Human Mutation		2014	APR 2014	35	4	442-446	442	446							Fanconi anemia (FA) is a rare recessive disorder with chromosomal instability, congenital abnormalities, and a high cancer risk. The breast cancer susceptibility gene BRCA2 (FANCD1) is one of the 16 genes involved in this recessive disease. We have identified a novel mutation of the splice donor site of intron 1 in the noncoding region of BRCA2 in a Japanese FA family. This mutation may account for the FA phenotype in a patient originally reported to have biallelic mutations in BRCA2. Subsequent functional studies revealed that one of the mutations, K2729N, was a neutral change. As reported here, a more careful analysis resulted in the identification of a novel splice site mutation. Functional analysis using a mouse embryonic stem cell-based assay revealed that it causes aberrant splicing, reduced transcript levels and hypersensitivity to DNA damaging agents, suggesting that it is likely to be pathogenic. Although similar pathogenic variants in the noncoding region of BRCA1 and 2 were not identified in a cohort of 752 familial breast cancer cases, we still think this finding is relevant for mutation analysis in Hereditary Breast and Ovarian Cancer Syndrome families in a diagnostic setting.														1059-7794	1098-1004	10.1002/humu.22505																		
J	BCI:BCI201400249579	23860040			Experiences of predictive testing in young people at risk of Huntington's disease, familial cardiomyopathy or hereditary breast and ovarian cancer		MacLeod, Rhona (Rhona.Macleod@cmft.nhs.uk) ; Beach, Anna; Henriques, Sasha; Knopp, Jasmin; Nelson, Katie; Kerzin-Storrar, Lauren									European Journal of Human Genetics		2014	MAR 2014	22	3	396-401	396	401							While debate has focused on whether testing of minors for late onset genetic disorders should be carried out if there is no medical benefit, less is known about the impact on young people (<25 years) who have had predictive testing often many years before the likely onset of symptoms. We looked at the experiences of young people who had had predictive testing for a range of conditions with variable ages at onset and options for screening and treatment. A consecutive series of 61 young people who had a predictive test aged 15-25 years at the Clinical Genetic Service, Manchester, for HD, HBOC (BrCa 1 or 2) or FCM (Hypertrophic Cardiomyopathy or Dilated Cardiomyopathy), were invited to participate. Thirty-six (36/61; 59%) agreed to participate (10 HD, 16 HBOC and 10 FCM) and telephone interviews were audiotaped, transcribed and analysed using Interpretative Phenomenological Analysis. None of the participants expressed regret at having the test at a young age. Participants saw the value of pretest counselling not in facilitating a decision, but rather as a source of information and support. Differences emerged among the three groups in parent/family involvement in the decision to be tested. Parents in FCM families were a strong influence in favour of testing, in HBOC the decision was autonomous but usually congruent with the views of parents, whereas in HD the decision was autonomous and sometimes went against the opinions of parents/grandparents. Participants from all three groups proposed more tailoring of predictive test counselling to the needs of young people.														1018-4813	1476-5438	10.1038/ejhg.2013.143																		
J	BCI:BCI201400259797	24516540			Characterization of an Italian Founder Mutation in the RING-Finger Domain of BRCA1		Caleca, Laura (laura.caleca@istitutotumori.mi.it) ; Putignano, Anna Laura; Colombo, Mara; Congregati, Caterina; Sarkar, Mohosin; Magliery, Thomas J.; Ripamonti, Carla B.; Foglia, Claudia; Peissel, Bernard; Zaffaroni, Daniela; Manoukian, Siranoush; Tondini, Carlo; Barile, Monica; Pensotti, Valeria; Bernard, Loris; Papi, Laura; Radice, Paolo									PLoS One		2014	FEB 6 2014	9	2	Article No.: e86924	e86924								The identification of founder mutations in cancer predisposing genes is important to improve risk assessment in geographically defined populations, since it may provide specific targets resulting in cost-effective genetic testing. Here, we report the characterization of the BRCA1 c. 190T>C (p. Cys64Arg) mutation, mapped to the RING-finger domain coding region, that we detected in 43 hereditary breast/ovarian cancer (HBOC) families, for the large part originating from the province of Bergamo (Northern Italy). Haplotype analysis was performed in 21 families, and led to the identification of a shared haplotype extending over three BRCA1-associated marker loci (0.4 cM). Using the DMLE+2.2 software program and regional population demographic data, we were able to estimate the age of the mutation to vary between 3,100 and 3,350 years old. Functional characterization of the mutation was carried out at both transcript and protein level. Reverse transcriptase-PCR analysis on lymphoblastoid cells revealed expression of full length mRNA from the mutant allele. A green fluorescent protein (GFP)-fragment reassembly assay showed that the p. Cys64Arg substitution prevents the binding of the BRCA1 protein to the interacting protein BARD1, in a similar way as proven deleterious mutations in the RING-domain. Overall, 55 of 83 (66%) female mutation carriers had a diagnosis of breast and/or ovarian cancer. Our observations indicate that the BRCA1 c. 190T>C is a pathogenic founder mutation present in the Italian population. Further analyses will evaluate whether screening for this mutation can be suggested as an effective strategy for the rapid identification of at-risk individuals in the Bergamo area.			Peissel, Bernard/E-8187-2017; Colombo, Mara/D-2236-2017; Radice, Paolo/O-3119-2013; manoukian, siranoush/E-7132-2017; Magliery, Thomas/B-6050-2009; Caleca, Laura/C-2111-2017; Ripamonti, Carla Barbara/D-2247-2017; Zaffaroni, Daniela/I-8731-2017; Bernard, Loris/K-5953-2014	Peissel, Bernard/0000-0001-9233-3571; Colombo, Mara/0000-0001-5465-354X; Radice, Paolo/0000-0001-6298-4111; manoukian, siranoush/0000-0002-6034-7562; Magliery, Thomas/0000-0003-0779-1477; Caleca, Laura/0000-0002-3381-7493; Ripamonti, Carla Barbara/0000-0002-2892-8164; Zaffaroni, Daniela/0000-0002-6995-2216; PUTIGNANO, Anna Laura/0000-0001-9434-1612; Papi, Laura/0000-0003-4552-9517										1932-6203	1932-6203	10.1371/journal.pone.0086924																		
J	BCI:BCI201400275909				Ovarian Neoplasia Associated with Lynch Syndrome Is of Non-Serous Histotypes		Gilks, C. B.; Singh, N.; Soma, A.; Arseneau, J.; Shaw, P.; Gallinger, S.; Clarke, B.									Laboratory Investigation		2014	FEB 2014	94	Suppl. 1	284A	284A																						0023-6837	1530-0307																			
J	BCI:BCI201400119080	24293149			Influence of estrogen and variations at the BRCA1 promoter region on transcription and translation		Fernandes, Livia R. (liviarosa.f@gmail.com) ; Costa, Emmerson C. B. (costaemm@biof.ufrj.br) ; Vargas, Fernando R. (fvargas@inca.gov.br) ; Moreira, Miguel A. M. (miguelm@inca.gov.br)									Molecular Biology Reports		2014	JAN 2014	41	1	489-495	489	495							We analyzed wild-type (WT) and four sequence variants of the BRCA1 promoter region-found in patients selected for hereditary breast and ovarian cancer syndrome-in respect to their influence on transcription and translation efficiencies in transient transfection assays in the presence or absence of estrogen. Five types of plasmids containing the EGFP reporter gene proceeded by WT 5'UTR-a, WT 5'UTR-b, and the three 5'UTR-b variants were constructed to evaluate their influence on translation. Plasmids containing the firefly luciferase reporter gene were constructed with the WT BRCA1 promoter region (containing promoter alpha, 5'UTR-a, promoter beta, and 5'UTR-b) and with the four promoter variants for evaluating their influence on transcription and translation. All constructs were transfected in MCF7 cells maintained with and without estrogen. Expression of EGFP plasmids with WT 5'UTR-a was six to sevenfold higher than of plasmids with WT 5'UTR-b, expression of WT and the three variant 5'UTR-b plasmids showed slight differences in EGFP expression, and the presence or absence of estrogen result in non-significant changes in expression. Promoter's constructs that carry the variants WT or g.3988C showed a higher firefly luciferase activity when estrogen is present; conversely, no significant differences were found in the transcription efficiency of the reporter gene indicating that estrogen affect the translation rather than transcription. The presence or absence of estrogen did not affect the activity of firefly luciferase for constructs with the other promoter variants, being the transcription efficiencies equivalent in both conditions.			Rosa Fernandes, Livia/K-6818-2014	Rosa Fernandes, Livia/0000-0003-1612-1950										0301-4851	1573-4978	10.1007/s11033-013-2884-9																		
J	BCI:BCI201300756321	23867111			A High-Throughput Functional Complementation Assay for Classification of BRCA1 Missense Variants		Bouwman, Peter; van der Gulden, Hanneke; van der Heijden, Ingrid; Drost, Rinske; Klijn, Christiaan N.; Prasetyanti, Pramudita; Pieterse, Mark; Wientjens, Ellen; Seibler, Jost; Hogervorst, Frans B. L.; Jonkers, Jos (j.jonkers@nki.nl)									Cancer Discovery		2013	OCT 2013	3	10	1142-1155	1142	1155							Mutations in BRCA1 and BRCA2 account for the majority of hereditary breast and ovarian cancers, and therefore sequence analysis of both genes is routinely conducted in patients with early-onset breast cancer. Besides mutations that clearly abolish protein function or are known to increase cancer risk, a large number of sequence variants of uncertain significance (VUS) have been identified. Although several functional assays for BRCA1 VUSs have been described, thus far it has not been possible to conduct a high-throughput analysis in the context of the full-length protein. We have developed a relatively fast and easy cDNA-based functional assay to classify BRCA1 VUSs based on their ability to functionally complement BRCA1-deficient mouse embryonic stem cells. Using this assay, we have analyzed 74 unclassified BRCA1 missense mutants for which all predicted pathogenic variants are confined to the BRCA1 RING and BRCT domains.SIGNIFICANCE: BRCA1 VUSs are frequently found in patients with hereditary breast or ovarian cancer and present a serious problem for clinical geneticists. This article describes the generation, validation, and application of a reliable high-throughput assay for the functional classification of BRCA1 sequence variants of uncertain significance. (C) 2013 AACR.			Waha, Andreas/J-2950-2014											2159-8274	2159-8290	10.1158/2159-8290.CD-13-0094																		
J	BCI:BCI201300619522	23779253			Hereditary breast and ovarian cancer susceptibility genes		Kobayashi, Hiroshi (hirokoba@naramed-u.ac.jp) ; Ohno, Sumire; Sasaki, Yoshikazu; Matsuura, Miyuki									Oncology Reports		2013	SEP 2013	30	3	1019-1029	1019	1029							Women with hereditary breast and ovarian cancer (HBOC) syndrome represent a unique group who are diagnosed at a younger age and result in an increased lifetime risk for developing breast, ovarian and other cancers. This review integrates recent progress and insights into the molecular basis that underlie the HBOC syndrome. A review of English language literature was performed by searching MEDLINE published between January 1994 and October 2012. Mutations and common sequence variants in the BRCA1 and BRCA2 (BRCA) genes are responsible for the majority of HBOC syndrome. Lifetime cancer risks in BRCA mutation carriers are 60-80% for breast cancer and 20-40% for ovarian cancer. Mutations in BRCA genes cannot account for all cases of HBOC, indicating that the remaining cases can be attributed to the involvement of constitutive epimutations or other cancer susceptibility genes, which include Fanconi anemia (FA) cluster (FANCD2, FANCA and FANCC), mismatch repair (MMR) cluster (MLH1, MSH2, PMS1, PMS2 and MSH6), DNA repair cluster (ATM, ATR and CHK1/2), and tumor suppressor cluster (TP53, SKT11 and PTEN). Sporadic breast cancers with TP53 mutations or epigenetic silencing (hypermethylation), ER-and PgR-negative status, an earlier age of onset and high tumor grade resemble phenotypically BRCA1 mutated cancers termed 'BRCAness', those with no BRCA mutations but with a dysfunction of the DNA repair system. In conclusion, genetic or epigenetic loss-of-function mutations of genes that are known to be involved in the repair of DNA damage may lead to increased risk of developing a broad spectrum of breast and ovarian cancers.														1021-335X	1791-2431	10.3892/or.2013.2541																		
J	BCI:BCI201300655574	23974829			Lack of referral for genetic counseling and testing in BRCA1/2 and Lynch syndromes: a nationwide study based on 240,134 consultations and 134,652 genetic tests		Pujol, P. (p-pujol@chu-montpellier.fr) ; Stoppa Lyonnet, Dominique; Frebourg, T.; Blin, J.; Picot, M. C.; Lasset, C.; Dugast, C.; Berthet, P.; de Paillerets, B. Bressac; Sobol, H.; Grandjouan, S.; Soubrier, F.; Buecher, B.; Guimbaud, R.; Lidereau, R.; Jonveaux, P.; Houdayer, C.; Giraud, S.; Olschwang, S.; Nogue, E.; Galibert, V.; Bara, C.; Nowak, F.; Khayat, D.; Nogues, C.									Breast Cancer Research and Treatment		2013	AUG 2013	141	1	135-144	135	144							Based on nationwide data from the French national cancer institute (INCa), we analyzed the evolution of cancer genetics consultations and testing over time, and the uptake of targeted tests in relatives of families with BRCA1/2 or MMR genes mutation. Genetic testing and consultations for familial high-risk individuals are exclusively funded and monitored by the INCa in France. All nationwide cancer genetics centers reported annually standardized parameters of activity from 2003 to 2011. The analysis included a total of 240,134 consultations and 134,652 genetic tests enabling to identify 32,494 mutation carriers. Referral for hereditary breast and ovarian cancer (HBOC) or colorectal cancer predisposition syndromes represented 59 % (141,639) and 23.2 % (55,698) consultations, respectively. From 2003 to 2011, we found a dramatic and steady increase of tests performed for BRCA1/2 (from 2,095 to 7,393 tests/year, P < 0.0001) but not for MMR genes (from 1,144 to 1,635/year, P = NS). The overall percentage of deleterious mutations identified in the probands tested was 13.8 and 20.9 % in HBOC and Lynch syndromes, respectively. Pooled analysis for BRCA1/2 and Lynch syndrome tests showed an inverse relationship between the percentage of mutation detected and the absolute number of tests performed over the time (overall Cochran-Armitage test for trend: P < 0.001). In families with BRCA1/2 or MMR identified mutations, there was an average number of 2.94 and 3.28 relatives performing targeted tests, respectively. This nationwide study shows a lack of referral and genetic testing in Lynch as compared to HBOC syndromes. Only a third of relatives of a proband with a predisposing mutation performed a targeted test. Enhanced information about benefit of genetic testing should be given to clinicians and patients for Lynch syndrome and relatives of a proband carrying an identified predisposing mutation.			Olschwang, Sylviane/G-2716-2013; GUIMBAUD, Rosine/M-7503-2014	Olschwang, Sylviane/0000-0001-7078-3029;										0167-6806	1573-7217	10.1007/s10549-013-2669-9																		
J	BCI:BCI201300573178	23249957			Next-generation sequencing meets genetic diagnostics: development of a comprehensive workflow for the analysis of BRCA1 and BRCA2 genes		Feliubadalo, Lidia; Lopez-Doriga, Adriana; Castellsague, Ester; del Valle, Jesus; Menendez, Mireia; Tornero, Eva; Montes, Eva; Cuesta, Raquel; Gomez, Carolina; Campos, Olga; Pineda, Marta; Gonzalez, Sara; Moreno, Victor; Brunet, Joan; Blanco, Ignacio; Serra, Eduard; Capella, Gabriel; Lazaro, Conxi (clazaro@iconcologia.net)									European Journal of Human Genetics		2013	AUG 2013	21	8	864-870	864	870							Next-generation sequencing (NGS) is changing genetic diagnosis due to its huge sequencing capacity and cost-effectiveness. The aim of this study was to develop an NGS-based workflow for routine diagnostics for hereditary breast and ovarian cancer syndrome (HBOCS), to improve genetic testing for BRCA1 and BRCA2. A NGS-based workflow was designed using BRCA MASTR kit amplicon libraries followed by GS Junior pyrosequencing. Data analysis combined Variant Identification Pipeline freely available software and ad hoc R scripts, including a cascade of filters to generate coverage and variant calling reports. A BRCA homopolymer assay was performed in parallel. A research scheme was designed in two parts. A Training Set of 28 DNA samples containing 23 unique pathogenic mutations and 213 other variants (33 unique) was used. The workflow was validated in a set of 14 samples from HBOCS families in parallel with the current diagnostic workflow (Validation Set). The NGS-based workflow developed permitted the identification of all pathogenic mutations and genetic variants, including those located in or close to homopolymers. The use of NGS for detecting copy-number alterations was also investigated. The workflow meets the sensitivity and specificity requirements for the genetic diagnosis of HBOCS and improves on the cost-effectiveness of current approaches.			Blanco, Ignacio/D-2565-2013; Castellsague, Ester/R-1676-2016; Serra, Eduard/K-1332-2013; LAZARO GARCIA, CONXI/Q-2410-2016; Menendez Vila, Mireia/H-9981-2015; Pineda Riu, Marta/I-1497-2015; Capella, Gabriel/I-1879-2015; Feliubadalo, Lidia/G-4577-2016	Blanco, Ignacio/0000-0002-7414-7481; Castellsague, Ester/0000-0003-1298-9971; Serra, Eduard/0000-0003-2895-9857; LAZARO GARCIA, CONXI/0000-0002-7198-5906; Menendez Vila, Mireia/0000-0001-8050-0803; Pineda Riu, Marta/0000-0002-5403-5845; Capella, Gabriel/0000-0002-4669-7320; Feliubadalo, Lidia/0000-0002-1736-0112; del Valle, Jesus/0000-0003-3607-7045; Moreno, Victor/0000-0002-2818-5487										1018-4813	1476-5438	10.1038/ejhg.2012.270																		
J	BCI:BCI201300426018	23354980			A New Rapid Methodological Strategy to Assess BRCA Mutational Status		Vuttariello, Emilia; Borra, Marco; Calise, Celeste; Mauriello, Elvira; Greggi, Stefano; Vecchione, Aldo; Biffali, Elio; Chiappetta, Gennaro (chiappettagennaro@gmail.com)									Molecular Biotechnology		2013	JUL 2013	54	3	954-960	954	960							Hereditary cancers account for approximately 10 % of breast and ovarian cancers. Mutations of the BRCA1 and BRCA2 genes, encoding two proteins involved in DNA repair, underlie most cases of such hereditary cancers. Women with BRCA mutations develop breast cancer in 50-80 % of cases and ovarian cancer in 10-40 % of cases. Assessing BRCA mutational status is needed to direct the clinical management of women with predisposition to these hereditary cancers. However, BRCA screening constitutes a bottleneck in terms of costs and time to deliver results. We developed a PCR-based assay using 73 primer pairs covering the entire coding regions of BRCA1 and BRCA2. PCR primers, containing at the 5' end the universal M13 primer sequences, were pre-spotted in 96-well plates. Following PCR, direct sequencing was performed using M13 primers, allowing to standardize the conditions. PCR amplification and sequencing were successful for each amplicon. We tested and validated the assay on 10 known gDNAs from patients with Hereditary breast and ovarian cancer (HBOC). Our strategy is a promising time and cost-effective method to detect BRCA mutations in the clinical setting, which is essential to formulate a personalized therapy for patients with HBOC.			Borra, Marco/M-9467-2014	Borra, Marco/0000-0002-6267-2545										1073-6085	1559-0305	10.1007/s12033-012-9646-0																		
J	BCI:BCI201300525791				Decision making on preimplantation genetic diagnosis and prenatal diagnosis: a challenge for BRCA couples		Derks-Smeets, I. A. P.; Habets, J. J. G.; Tibben, A.; Tjan-Heijnen, V. C. G.; Meijer-Hoogeveen, M.; Geraedts, J. P. M.; van Golde, R.; Gomez-Garcia, E.; de Die-Smulders, C. E. M.; van Osch, L. A. D. M.									Human Reproduction (Oxford)		2013	JUN 2013	28	Suppl. 1	263-264	263	264																					0268-1161	1460-2350																			
J	BCI:BCI201300525792				Awareness and acceptability of preimplantation genetic diagnosis (PGD) as a reproductive option among BRCA carrier couples		Habets, J. J. G.; Derks-Smeets, I. A. P.; Tibben, A.; Tjan-Heijnen, V. C. G.; Geraedts, J. P. M.; van Golde, R.; Gomez-Garcia, E.; Kets, C. M.; de Die-Smulders, C. E. M.; van Osch, L. A. D. M.									Human Reproduction (Oxford)		2013	JUN 2013	28	Suppl. 1	264	264											Kets, M./L-4429-2015											0268-1161	1460-2350																			
