PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201700083824	27765917			Somatic alterations of targetable oncogenes are frequently observed in BRCA1/2 mutation negative male breast cancers		Rizzolo, Piera; Navazio, Anna Sara; Silvestri, Valentina; Valentini, Virginia; Zelli, Veronica; Zanna, Ines; Masala, Giovanna; Bianchi, Simonetta; Scarno, Marco; Tommasi, Stefania; Palli, Domenico; Ottini, Laura (laura.ottini@uniroma1.it)									Oncotarget		2016	NOV 8 2016	7	45	74097-74106	74097	74106							Male breast cancer (MBC) is a rare disease. Due to its rarity, MBC research and clinical approach are mostly based upon data derived from its largely known female counterpart. We aimed at investigating whether MBC cases harbor somatic alterations of genes known as prognostic biomarkers and molecular therapeutic targets in female breast cancer.We examined 103 MBC cases, all characterized for germ-line BRCA1/2 mutations, for somatic alterations in PIK3CA, EGFR, ESR1 and CCND1 genes.Pathogenic mutations of PIK3CA were detected in 2% of MBCs. No pathogenic mutations were identified in ESR1 and EGFR. Gene copy number variations (CNVs) analysis showed amplification of PIK3CA in 8.1%, EGFR in 6.8% and CCND1 in 16% of MBCs, whereas deletion of ESR1 was detected in 15% of MBCs. Somatic mutations and gene amplification were found only in BRCA1/2 mutation negative MBCs.Significant associations emerged between EGFR amplification and large tumor size (T4), ER-negative and HER2-positive status, between CCND1 amplification and HER2-positive and MIB1-positive status, and between ESR1 deletion and ER-negative status.Our results show that amplification of targetable oncogenes is frequent in BRCA1/2 mutation negative MBCs and may identify MBC subsets characterized by aggressive phenotype that may benefit from potential targeted therapeutic approaches.				Zanna, Ines/0000-0002-5710-6506; Tommasi, Stefania/0000-0002-2157-2978										1949-2553	1949-2553	10.18632/oncotarget.12272																		
J	BCI:BCI201600837092	27628328			EMSY copy number variation in male breast cancers characterized for BRCA1 and BRCA2 mutations		Navazio, Anna Sara; Rizzolo, Piera; Silvestri, Valentina; Valentini, Virginia; Zelli, Veronica; Zanna, Ines; Masala, Giovanna; Bianchi, Simonetta; Tommasi, Stefania; Palli, Domenico; Ottini, Laura (laura.ottini@uniroma1.it)									Breast Cancer Research and Treatment		2016	NOV 2016	160	1	181-186	181	186							Male breast cancer (MBC) is a rare disease that shares some similarities with female breast cancer (FBC). Like FBC, genetic susceptibility to MBC can be referred to mutations in BRCA1 and, particularly, BRCA2 genes. However, only about 10 % of MBCs are caused by BRCA1/2 germ-line mutations, while the largest part are sporadic cancers and may derive from somatic alterations. EMSY, a BRCA2 inactivating gene, emerged as a candidate gene involved in the pathogenesis of sporadic FBC, and its amplification was suggested to be the somatic counterpart of BRCA2 mutations. Considering the relevant role of BRCA2 in MBC, we aimed at investigating the role of EMSY gene copy number variations in male breast tumors.EMSY copy number variations were analyzed by quantitative real-time PCR with TaqMan probes in a selected series of 75 MBCs, characterized for BRCA1/2 mutations.We reported EMSY amplification in 34.7 % of MBCs. A significant association emerged between EMSY amplification and BRCA1/2 mutations (p = 0.03). We identified two amplification subgroups characterized by low and high amplification levels, with BRCA2-related tumors mostly showing low EMSY amplification.Our results show a high frequency of EMSY amplification in MBC, thus pointing to a role of EMSY in the pathogenesis of this disease. EMSY amplification may be a new feature that might uncover underlying molecular pathways of MBCs and may allow for the identification of MBC subgroups with potential clinical implication for targeted therapeutic approaches.				Zanna, Ines/0000-0002-5710-6506; Tommasi, Stefania/0000-0002-2157-2978										0167-6806	1573-7217	10.1007/s10549-016-3976-8																		
J	BCI:BCI201600783309	27280781			Patterns of recurrence and treatment in male breast cancer: A clue to prognosis?		Abreu, Miguel Henriques; Abreu, Pedro Henriques (p_abreu@sapo.pt) ; Afonso, Noemia; Pereira, Deolinda; Henrique, Rui; Lopes, Carlos									International Journal of Cancer		2016	OCT 15 2016	139	8	1715-1720	1715	1720							Male breast cancer (MBC) patients seem to have inferior survival compared to female (FBC) ones, which is not fully explained by usual prognostic factors. Recurrence analysis could show differences in relapse patterns and/or in patients' approaches that justify these outcomes. Retrospective analysis of MBC patients treated in a cancer center between 1990 and 2014, looking for relapse. For each patient, three matched FBC patients were selected by: diagnosis' year, age (within 5 years), stage and tumors' type (only luminal-like were considered). Differences between cohorts were assessed by chi(2) test and hierarchical clustering was performed to define subgroups according to relapse local. Survival curves were calculated by Kaplan-Meier and compared using log-rank test. Statistical significance was defined as p < 0.05. Groups were balanced according to age, histological grade, stage, expression of hormonal receptors and adjuvant treatments. Median time to recurrence was equivalent, p = 0.72, with the majority of patients presented with distant metastases, p = 0.69, with more lung involvement in male, p =0.003. Male patients were more often proposed to symptomatic treatment (21.1% vs. 4.4%, p = 0.02). Overall and from recurrence survivals were poorer for male, median: 5 years [95% confidence interval (CI): 4.1-5.9 years] and 1 year (95% CI: 0-2.1 years) vs. 10 years (95% CI: 7.8-12.2 years) and 2 years (95% CI: 1.6-2.4 years), p < 0.001 and p = 0.004, respectively, and this tendency remained in the five cluster subgroups, that identified five patterns of relapse, p = 0.003. MBC patients had the worst survival, even after controlling important factors, namely the local of relapse. Palliative systemic treatment had favorable impact in prognosis and its frequently avoidance in male could justify the outcomes differences.			Henrique, Rui/I-2757-2013	Henrique, Rui/0000-0003-3171-4666										0020-7136	1097-0215	10.1002/ijc.30225																		
J	BCI:BCI201600850513	24781343			Radiotherapy and Male Breast Cancer A Population-based Registry Analysis		Madden, Nicholas A.; Macdonald, Orlan K. (okmacdonald@tridocs.com) ; Call, Jason A.; Schomas, David A.; Lee, Christopher M.; Patel, Shilpen									American Journal of Clinical Oncology		2016	OCT 2016	39	5	458-462	458	462							Background: The local-regional management of female breast cancer has been extensively investigated worldwide. The optimal approach for males diagnosed with breast cancer is less clear. We have analyzed the treatment of male breast cancer using a population-based national registry to determine the impact of surgery and radiation therapy on survival.Materials and Methods: The Surveillance Epidemiology and End Results (SEER) database was queried to identify males with invasive ductal carcinoma of the breast who underwent primary surgical resection (radical mastectomy, modified radical mastectomy, total mastectomy, or segmental) for the years 1983 to 2002. Demographic, clinical, and pathologic data were culled and analyzed to determine the impact of radiation therapy (RT) following resection. Survival rates were estimated using the Kaplan-Meier method and significance was determined using the log-rank test (P<0.05). Multivariate analysis with the Cox proportional hazards model was performed to determine factors significant for overall (OS) and cause-specific survival (CSS).Results: A total of 1337 patients met the eligibility criteria and were analyzed. Median follow-up was 7.3 years (range, 1 mo to 25 y). Most men underwent modified radical mastectomy (n=1062) with a minority undergoing segmental (n=113). About 329 men received postoperative external beam RT. The median rates of OS and CSS for all men were 10.5 years and not yet reached, respectively. The surgical procedure did not significantly associate with OS or CSS. By stage, RT was associated with improved OS for stage I (P=0.03). There was a trend for improved survival with stage II (P=0.21) and HE (P=0.15). RT was not associated with improved CSS by stage. RT improved rates of OS and CSS in N2 patients without reaching statistical significance (P=0.10 and 0.22). On multivariate analysis, advancing age, stage and grade, and no postoperative RT predicted for worse OS. However, when controlled for those with known hormone receptor status (n=978), only the factors of advancing age, stage, grade, and hormone receptor negativity predicted for worse OS. Advancing age, stage, and grade were the only predictors of CSS irrespective of the cohort analyzed.Conclusions: The primary surgical procedure did not ultimately influence OS or CSS in this population-based registry of males with breast cancer. A statistically nonsignificant improvement with postoperative RT was observed in men with lymph node involvement, larger tumor size, or higher stage. When controlled for age, stage, and grade in multivariate analysis, postoperative RT predicted for improved OS but not CSS. These data suggest a beneficial effect of RT in the postoperative setting. A prospective study is necessary to further elucidate appropriate treatment strategies for men with breast cancer.				Madden, Nicholas/0000-0002-3287-9422										0277-3732	1537-453X	10.1097/COC.0000000000000078																		
J	BCI:BCI201600794001	27394005			Paget's disease of the male breast in the 21st century: A systematic review		Adams, Scott J. (scott.adams@usask.ca) ; Kanthan, Rani (rani.kanthan@saskatoonhealthregion.ca)									Breast		2016	OCT 2016	29		14-23	14	23							Paget's disease of the breast is characterized by eczematous changes of the nipple-areolar complex and is associated with an underlying in situ or invasive breast carcinoma in most cases. Histologically, Paget's disease is identified by epithelial cells with abundant basophilic or amphophilic, finely granular cytoplasm with a large, centrally situated nucleus, most abundant in the lower epidermal layers. Due to the rarity of the condition among breast cancers, compounded by the rarity of breast cancer in men, understanding of the disease's presentation, course, and optimal treatment in men is largely derived from case reports and extrapolation of findings from studies in female patients. Paget's disease must be differentiated from other conditions including eczema, Bowen's disease, squamous cell carcinoma, and melanoma. Recognition of Paget's disease clinically and pathologically is critical as the superficial lesion may be the only sign of an underlying ductal carcinoma and its presence may be of prognostic significance. This article provides an update on cases of Paget's disease of the breast in men reported in the published literature together with a comprehensive analysis of the National Cancer Institute's Surveillance, Epidemiology, and End Results Data, 1973-2012. Current understanding and management of the disease in the context of male patients is reviewed. However, additional research is required to further understand the overall pathogenesis and molecular profile of Paget's disease to provide improved insight for personalized, precision-based therapeutic options. (C) 2016 Elsevier Ltd. All rights reserved.														0960-9776	1532-3080	10.1016/j.breast.2016.06.015																		
J	BCI:BCI201700148733				Immunohistochemical profile of male breast cancer in Nigerians		Orah, N.; Adetola, D.									Virchows Archiv		2016	SEP 2016	469	Suppl. 1	S46	S46																						0945-6317	1432-2307																			
J	BCI:BCI201700148786				Male breast cancer: Clinicopathological and immunohistochemical characteristics		Saguem, I.; Kallel, R.; Gouiaa, N.; Charfi, S.; Ayedi, I.; Boudawara, O.; Boudawara, T.; Mnif, H.									Virchows Archiv		2016	SEP 2016	469	Suppl. 1	S59	S59																						0945-6317	1432-2307																			
J	BCI:BCI201700123801				Incidental Findings in Male Breast Carcinoma: A Genetic Counseling Approach		Chatterjee, Manjima; Sheela, M. L.; Mukherjee, Upasana; Patil, Shekar; Satheesh, C. T.; Murugan, Krithika; Naik, Radheshyam; Rao, Nalini; Mahesh, B.; Mannan, U. Ashraf; Gupta, Vaijayanti; Sankaran, Satish; Ajaikumar, B. S.; Ghosh, Mithua (mithuaghosh@hcgoncology.com)									International Journal of Human Genetics		2016	SEP-DEC 2016	16	3-4	120-127	120	127							Male breast carcinoma (MBC) is a rare cancer type that accounts 1 percent of the total breast cancer cases. This substantially invites diagnosis challenges and social burdens where the individual needs more personalized therapies and genetic counseling to cope with the condition. This study aims to analyse a total of four male breast cancer cases with or without secondary recurrence. Tissue or saliva samples were analysed with informed and written consent for each individual subjecting to next generation sequencing aiming high throughput investigations. The results revealed two cancer syndromes in an individual with breast and thyroid carcinoma and mutations in PI3KCA, PTEN, NBN, RB1 genes. The rest three cases were identified with alterations in NBN, BRIP1 and BRCA2 mutations. Genetic counseling was provided to each participant and the responses were noted upon post-test targeted therapies.														0972-3757	0972-3757																			
J	BCI:BCI201600761273	26960396			The Genomic Landscape of Male Breast Cancers		Piscuoglio, Salvatore; Ng, Charlotte K. Y.; Murray, Melissa P.; Guerini-Rocco, Elena; Martelotto, Luciano G.; Geyer, Felipe C.; Bidard, Francois-Clement; Berman, Samuel; Fusco, Nicola; Sakr, Rita A.; Eberle, Carey A.; De Mattos-Arruda, Leticia; Macedo, Gabriel S.; Akram, Muzaffar; Baslan, Timour; Hicks, James B.; King, Tari A.; Brogi, Edi; Norton, Larry; Weigelt, Britta; Hudis, Clifford A.; Reis-Filho, Jorge S. (reisfilj@mskcc.org)									Clinical Cancer Research		2016	AUG 15 2016	22	16	4045-4056	4045	4056							Purpose: Male breast cancer is rare, and its genomic landscape has yet to be fully characterized. Lacking studies in men, treatment of males with breast cancer is extrapolated from results in females with breast cancer. We sought to define whether male breast cancers harbor somatic genetic alterations in genes frequently altered in female breast cancers.Experimental Design: All male breast cancers were estrogen receptor-positive, and all but two were HER2-negative. Fifty-nine male breast cancers were subtyped by immunohistochemistry, and tumor-normal pairs were microdissected and subjected to massively parallel sequencing targeting all exons of 241 genes frequently mutated in female breast cancers or DNA-repair related. The repertoires of somatic mutations and copy number alterations of male breast cancers were compared with that of subtype-matched female breast cancers.Results: Twenty-nine percent and 71% of male breast cancers were immunohistochemically classified as luminal A-like or luminal B-like, respectively. Male breast cancers displayed a heterogeneous repertoire of somatic genetic alterations that to some extent recapitulated that of estrogen receptor (ER)-positive/HER2-negative female breast cancers, including recurrent mutations affecting PIK3CA (20%) and GATA3 (15%). ER-positive/HER2-negative male breast cancers, however, less frequently harbored 16q losses, and PIK3CA and TP53 mutations than ER-positive/HER2-negative female breast cancers. In addition, male breast cancers were found to be significantly enriched for mutations affecting DNA repair-related genes.Conclusions: Male breast cancers less frequently harbor somatic genetic alterations typical of ER-positive/HER2-negative female breast cancers, such as PIK3CA and TP53 mutations and losses of 16q, suggesting that at least a subset of male breast cancers are driven by a distinct repertoire of somatic changes. Given the genomic differences, caution may be needed in the application of biologic and therapeutic findings from studies of female breast cancers to male breast cancers. (C) 2016 AACR.			Fusco, Nicola/D-6264-2016	Fusco, Nicola/0000-0002-9101-9131; Martelotto, Luciano/0000-0002-9625-1183; Ng, Charlotte K Y/0000-0002-6100-0026; Bidard, Francois-Clement/0000-0001-5932-8949; Murray, Melissa/0000-0002-2935-6014; GUERINI ROCCO, ELENA/0000-0003-2001-7582										1078-0432	1557-3265	10.1158/1078-0432.CCR-15-2840																		
J	BCI:BCI201600679102	27446481			Male breast cancer - a single center experience		Bystricky, Branislav (brano.bystricky@gmail.com) ; Kohutek, Filip; Rosik, Andrej									Oncology Letters		2016	AUG 2016	12	2	1615-1619	1615	1619							Due to its rarity, male breast cancer remains a poorly characterized disease. The present study obtained retrospective clinicopathological data, treatment patterns and outcomes for all male patients diagnosed with breast cancer in the Oncology Department, Faculty Hospital Trencin (Trencin, Slovakia) over the last 21 years from January 1995 to December 2015. A total of 21 patients with male breast cancer were analyzed, with a median patient age of 65.6 years. Two patients were diagnosed with lobular invasive cancer; all others were diagnosed with cancer of a ductal origin. One patient presented with metastatic disease in the pleural cavity. The primary tumors in 8 patients were staged as pT1, whilst 6 patients were staged as pT2 and 7 as pT4. Axillary lymph node involvement was present in 11 patients (52%) and 15 patients were hormone receptor-positive (83%). All but 1 patient underwent mastectomy and surgical staging of the axilla. Adjuvant chemotherapy, radiotherapy and hormone treatment was administered in the same manner as breast cancer treatment in female patients. The median follow-up time was 4.5 years. The 5- and 10-year overall survival rates were 87 and 74%, respectively, and the estimated median disease-free survival for the same population was 9.5 years (95% confidence interval, 6.2-14.6). The survival rates reported in the present retrospective study are comparable with previously published studies. In addition, the current study reported predominant hormone-positive characteristics and rare expression of human epidermal growth factor receptor 2. However, further multi-institutional trials are required to allow for informed treatment decisions in this uncommon disease.														1792-1074	1792-1082	10.3892/ol.2016.4807																		
J	BCI:BCI201600707614	27280636			Expression of phosphorylated eIF4E-binding protein 1, but not of eIF4E itself, predicts survival in male breast cancer		Millican-Slater, Rebecca A.; Sayers, Craig D.; Hanby, Andrew M.; Hughes, Thomas A. (t.hughes@leeds.ac.uk)									British Journal of Cancer		2016	JUL 26 2016	115	3	339-345	339	345							Background: Male breast cancer is rare and treatment is based on data from females. High expression/activity of eukaryotic initiation factor 4E (eIF4E) denotes a poor prognosis in female breast cancer, and the eIF4E pathway has been targeted therapeutically. Eukaryotic initiation factor 4E activity in female breast cancer is deregulated by eIF4E overexpression and by phosphorylation of its binding protein, 4E-BP1, which relieves inhibitory association between eIF4E and 4E-BP1. The relevance of the eIF4E pathway in male breast cancer is unknown.Methods: We have assessed expression levels of eIF4E, 4E-BP1, 4E-BP2 and phosphorylated 4E-BP1 (p4E-BP1) using immunohistochemistry in a large cohort of male breast cancers (n = 337) and have examined correlations with prognostic factors and survival.Results: Neither eIF4E expression nor estimated eIF4E activity were associated with prognosis. However, a highly significant correlation was found between p4E-BP1 expression and disease-free survival (DFS), linking any detectable p4E-BP1 with poor survival (univariate log rank P = 0.001; multivariate HR 8.8, P = 0.0001).Conclusions: Our data provide no support for direct therapeutic targeting of eIF4E in male breast cancer, unlike in females. However, as p4E-BP1 gives powerful prognostic insights that are unrelated to eIF4E function, p4E-BP1 may identify male breast cancers potentially suitable for therapies directed at the upstream kinase, mTOR.			Hughes, Thomas/O-8031-2015	Hughes, Thomas/0000-0003-1169-3386										0007-0920	1532-1827	10.1038/bjc.2016.178																		
J	BCI:BCI201600624856	27354604			Male Malignant Phyllodes Breast Tumor After Prophylactic Breast Radiotherapy and Bicalutamide Treatment: A Case Report		Karihtala, Peeter (peeter.karihtala@oulu.fi) ; Rissanen, Tarja; Tuominen, Hannu									Anticancer Research		2016	JUL 2016	36	7	3433-3436	3433	3436							Phyllodes tumor in male breast is an exceptionally rare neoplasm with only few published case reports. Herein, we present a case of malignant phyllodes tumor in male breast nine years after prophylactic breast 10 Gy radiotherapy and after nine year bicalutamide treatment. The imaging findings of the tumor and pathological correlation are also presented.														0250-7005	1791-7530																			
J	BCI:BCI201700827237	28244456			The male breast cancer: Epidemiological data from the North of Peru		Flores-Trujillo, G. (ttttavito@gmail.com) ; Serrano-LaBarrera, E.									Indian Journal of Cancer		2016	JUL-SEP 2016	53	3	359	359												Flores Trujillo, Gustavo/0000-0002-7428-411X										0019-509X	1998-4774	10.4103/0019-509X.200652																		
J	BCI:BCI201800563515				Breast cancer susceptibility in patients with spinal bulbar muscular atrophy: a case report		Martinelli, I.; Da Re, E.; Querin, G.; Bertolin, C.; Pegoraro, E.; Pennuto, M.; Guarneri, V.; Soraru, G.									European Journal of Neurology		2016	JUN 2016	23	Suppl. 2, Sp. Iss. SI	644	644																						1351-5101	1468-1331																			
J	BCI:BCI201600530343	26852374			Characterization of mammary adenocarcinomas in male rats after N-methyl-N-nitrosourea exposure-Potential for human male breast cancer model		Yoshizawa, Katsuhiko (yoshizak@hirakata.kmu.ac.jp) ; Yuki, Michiko; Kinoshita, Yuichi; Emoto, Yuko; Yuri, Takashi; Shikata, Nobuaki; Elmore, Susan A.; Tsubura, Airo									Experimental and Toxicologic Pathology		2016	MAY 2016	68	5	263-270	263	270							The frequency of breast cancer in men is extremely rare, reported to be less than 1% and there is currently no available animal model for male mammary tumors. We compared the characteristics of various immunohistochemical markers in N-methyl-N-nitrosourea (MNU)-induced mammary adenocarcinomas in male and female Crj:CD(SD)IGS rats including: estrogen receptor a (ER), progesterone receptor (PgR), androgen receptor (AR), receptor tyrosine-protein kinase erbB-2 (HER2), GATA binding protein 3 (GATA3), and proliferating cell nuclear antigen (PCNA). Female mammary adenocarcinomas were strongly positive in the nuclei of tumor cells for PCNA and ER (100%) with only 60% and 53% expressing PgR and GATA3, respectively. 100% of male adenocarcinomas also exhibited strongly positive expression in the nuclei of tumor cells for PCNA, with 25% expressing AR and only 8% showing positivity for ER. Male carcinomas did not express PgR or GATA3 and none of the tumors, male or female, were positive for HER2. Based on the observed ER and PgR positivity and HER2 negativity within these tumors, MNU-induced mammary adenocarcinomas in female rats appear to be hormonally dependent, similar to human luminal A type breast cancer. In contrast, MNU-induced mammary adenocarcinomas in male rats showed no reactivity for ER, PgR, HER2 or GATA3, suggesting no hormonal dependency. Both male and female adenocarcinomas showed high proliferating activity by PCNA immunohistochemistry. Based on our literature review, human male breast cancers are mainly dependent on ER and/or PgR, therefore the biological pathogenesis of MNU-induced male mammary cancer in rats may differ from that of male breast cancer in humans. (C) 2016 Elsevier GmbH. All rights reserved.			Elmore, Susan/B-1003-2018	Elmore, Susan/0000-0002-1680-9176										0940-2993	1618-1433	10.1016/j.etp.2016.01.005																		
J	BCI:BCI201600439655	27096583			Case 12-2016: An 8-Year-Old Boy with an Enlarging Mass in the Right Breast		Misra, Madhusmita; Sagar, Pallavi; Friedmann, Alison M.; Ryan, Daniel P.; Sgroi, Dennis C.									New England Journal of Medicine		2016	APR 21 2016	374	16	1565-1574	1565	1574																					0028-4793	1533-4406	10.1056/NEJMcpc1503831																		
J	BCI:BCI201600589853	27100414			Characterization of Korean Male Breast Cancer Using an Online Nationwide Breast-Cancer Database Matched-Pair Analysis of Patients With Female Breast Cancer		Choi, Min-Young; Lee, Se Kyung; Lee, Jeong Eon; Park, Hyung Seok; Lim, Seung Taek; Jung, Yongsik; Ko, Byung Kyun; Nam, Seok Jin (seokjin.nam@samsung.com)	Korean Breast Canc Soc								Medicine (Hagerstown)		2016	APR 2016	95	16	Article No.: e3299	e3299								The aim of this study is to review the characteristics and the survival rate in male breast cancer (MBC) patients in Korea over a 31-year period. Additionally, we analyzed the overall survival (OS) rate of a group of MBC matched to females with breast cancer.We retrospectively analyzed the data from 400 Korean patients who were treated for MBC from 1978 to 2009. Patient demographics and clinical information were routinely documented throughout the study period. Survival and prognostic factors were evaluated. Each MBC patient was matched with 5 female breast cancer (FBC) patients based on 7 characteristics and we compared the OS rates between the 2 groups.For MBC cases, the median follow-up was 72 months and the 5-year OS rate was 85.9%. In univariate analyses, the prognostic factors influencing OS were age (more than 60 years, P<0.001), tumor size (>2cm, P = 0.007), and having a negative progesterone receptor (PR) status (P = 0.042). Only the age (P = 0.028) and tumor size (P = 0.024) were significant prognostic factors for OS in multivariate analysis. After matching, we had 260 male patients matched to 1300 female patients for analysis. Compared with cases among females, the rate of mastectomy was higher among MBC cases and tumors, which were almost invasive ductal carcinomas (IDCs), were more likely to be located in the central part of the breast. For MBC cases, the percentage of adjuvant radiation therapy was low compared with female cases. The primary hormone therapy agent used was tamoxifen. The 5-year OS rates were similar in MBC compared with FBC (91.0% vs. 92.6%, P = 0.300).We found that only the age (more than 60 years) and tumor size were independent prognostic factors of survival in MBC. The prognosis for MBC is similar to that for FBC given similar stage and hormone-receptor status.				Jung, Yongsik/0000-0002-2011-1459										0025-7974	1536-5964	10.1097/MD.0000000000003299																		
J	BCI:BCI201600371668	27017238			Male breast cancer: Looking for better prognostic subgroups		Abreu, Miguel Henriques (p_abreu@sapo.pt) ; Afonso, Noemia; Abreu, Pedro Henriques; Menezes, Francisco; Lopes, Paula; Henrique, Rui; Pereira, Deolinda; Lopes, Carlos									Breast		2016	APR 2016	26		18-24	18	24							Purpose: Male Breast Cancer (MBC) remains a poor understood disease. Prognostic factors are not well established and specific prognostic subgroups are warranted.Patients/methods: Retrospectively revision of 111 cases treated in the same Cancer Center. Blinded-central pathological revision with immunohistochemical (IHQ) analysis for estrogen (ER), progesterone (PR) and androgen (AR) receptors, HER2, ki67 and p53 was done. Cox regression model was used for uni/multivariate survival analysis. Two classifications of Female Breast Cancer (FBC) subgroups (based in ER, PR, HER2, 2000 classification, and in ER, PR, HER2, ki67, 2013 classification) were used to achieve their prognostic value in MBC patients. Hierarchical clustering was performed to define subgroups based on the six-IHQ panel.Results: According to FBC classifications, the majority of tumors were luminal: A (89.2%; 60.0%) and B (7.2%; 35.8%). Triple negative phenotype was infrequent (2.7%; 3.2%) and HER2 enriched, non-luminal, was rare (<= 1% in both). In multivariate analysis the poor prognostic factors were: size >2 cm (HR: 1.8; 95% CI: 1.0-3.4years, p = 0.049), absence of ER (HR: 4.9; 95% CI: 1.7-14.3years, p = 0.004) and presence of distant metastasis (HR: 5.3; 95% CI: 2.2-3.1years, p < 0.001). FBC subtypes were independent prognostic factors (p = 0.009, p = 0.046), but when analyzed only luminal groups, prognosis did not differ regardless the classification used (p > 0.20). Clustering defined different subgroups, that have prognostic value in multivariate analysis (p = 0.005), with better survival in ER/PR+, AR-, HER2- and ki67/p53 low group (median: 11.5 years; 95% CI: 6.2-16.8 years) and worst in PR-group (median: 4.5 years; 95% CI: 1.6 -7.8 years).Conclusion: FBC subtypes do not give the same prognostic information in MBC even in luminal groups. Two subgroups with distinct prognosis were identified in a common six-IHQ panel. Future studies must achieve their real prognostic value in these patients. (C) 2015 Elsevier Ltd. All rights reserved.			Henrique, Rui/I-2757-2013	Henrique, Rui/0000-0003-3171-4666; Henriques Abreu, Pedro/0000-0002-9278-8194										0960-9776	1532-3080	10.1016/j.breast.2015.12.001																		
J	BCI:BCI201600356494				Thyroid diseases in patients with breast cancer		Chiappa, C.; Fachinetti, A.; Dionigi, G.; Rovera, F.									European Journal of Cancer		2016	APR 2016	57	Suppl. 2	S103	S103																						0959-8049	1879-0852																			
J	BCI:BCI201600356507				Incidence of previously diagnosed other primary multiple malignancies in breast cancer patients; a retrospective statistical evaluation in 2007-2014		Kovacs, A.; Parris, T.; Helou, K.									European Journal of Cancer		2016	APR 2016	57	Suppl. 2	S108	S108																						0959-8049	1879-0852																			
J	BCI:BCI201600356227				Pathologic prognostic factors of male breast cancer: results of the EORTC 10085/TBCRC/BIG/NABG International Male Breast Cancer Program		Vermeulen, M. A.; Slaets, L.; Cardoso, F.; Giordano, S.; Aebi, S.; Bayani, J.; Van Diest, P. J.; Fraser, J.; Goulioti, T.; Kelly, C.; Van Leeuwen-Stok, E.; Linderholm, B.; Martens, J.; Peeters, S.; Porter, P.; Rubio, I.; Schroder, C.; Tryfonidis, K.; Bartlett, J. M. S.; Van Deurzen, C. H. M.									European Journal of Cancer		2016	APR 2016	57	Suppl. 2	S13-S14	S13	S14										Aebi, Stefan/F-2004-2010; rubio, isabel/U-4259-2018	Aebi, Stefan/0000-0002-3383-9449; rubio, isabel/0000-0003-0035-0679										0959-8049	1879-0852																			
J	BCI:BCI201600385866	26792203			Occupational exposure to magnetic fields and breast cancer among Canadian men		Grundy, Anne (anne.grundy@albertahealthservices.ca) ; Harris, Shelley A.; Demers, Paul A.; Johnson, Kenneth C.; Agnew, David A.; Villeneuve, Paul J.	Canadian Canc Registries Epidemiol								Cancer Medicine		2016	MAR 2016	5	3	586-596	586	596							Occupational magnetic field (MF) exposure has been suggested as a risk factor for breast cancer in both men and women. Due to the rarity of this disease in men, most epidemiologic studies investigating this relationship have been limited by small sample sizes. Herein, associations of several measures of occupational MF exposure with breast cancer in men were investigated using data from the population-based case-control component of the Canadian National Enhanced Cancer Surveillance System. Lifetime job histories were provided by 115 cases and 570 controls. Average MF exposure of individual jobs was classified into three categories (<0.3, 0.3 to <0.6, or 0.6T) through expert blinded review of participant's lifetime occupational histories. The impact of highest average and cumulative MF exposure, as well as exposure duration and specific exposure-time windows, on cancer risk was examined using logistic regression. The proportion of cases (25%) with a highest average exposure of 0.3T was higher than among controls (22%). We found an elevated risk of breast cancer in men who were exposed to 0.6T (odds ratio [OR]=1.80, 95% CI=0.82-3.95) when compared to those with exposures <0.3T. Those exposed to occupational MF fields for at least 30years had a nearly threefold increase in risk of breast cancer (OR=2.77, 95% CI=0.98-7.82) when compared to those with background levels of exposure. Findings for the other time-related MF variables were inconsistent. Our analysis, in one of the largest case-control studies of breast cancer in men conducted to date, provides limited support for the hypothesis that exposure to MF increases the risk breast cancer in men.				Villeneuve, Paul/0000-0001-7786-7997; harris, shelley/0000-0003-2306-7921										2045-7634	2045-7634	10.1002/cam4.581																		
J	BCI:BCI201600319804	26468640			Breast Cancer and Non-Hodgkin Lymphoma in a Young Male with Cowden Syndrome		Hagelstrom, Robert Tanner (tanner.hagelstrom@unmc.edu) ; Ford, James; Reiser, Gwendolyn M.; Nelson, Marilu; Pickering, Diane L.; Althof, Pamela A.; Sanger, Warren G.; Coccia, Peter F.									Pediatric Blood & Cancer		2016	MAR 2016	63	3	544-546	544	546							Male breast cancer (MBC) is unusual, especially in young adults. Most cases of MBC as a secondary malignancy relate to the previous treatment with ionizing radiation. MBC can be associated with mutations in hereditary cancer predisposition syndrome genes (i.e., BRCA2); however, no such association has been reported in patients with Cowden syndrome (involving the phosphatase and tensin homolog [PTEN] gene). We describe a patient with Cowden syndrome who was initially diagnosed with B-cell lymphoblastic lymphoma at the age of 7 years, then MBC at the age of 31 years, and never received radiation therapy.														1545-5009	1545-5017	10.1002/pbc.25796																		
