PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201500613538	26092192			Telomere length alterations unique to invasive lobular carcinoma		Heaphy, Christopher M.; Asch-Kendrick, Rebecca; Argani, Pedram; Meeker, Alan K.; Cimino-Mathews, Ashley (acimino1@jhmi.edu)									Human Pathology		2015	AUG 2015	46	8	1197-1203	1197	1203							Telomeres are nucleoprotein complexes located at the extreme ends of eukaryotic chromosomes and protect chromosomal ends from degradation and recombination. Dysfunctional telomeres contribute to genomic instability, promote tumorigenesis, and, in breast cancer, have been associated with increased cancer risk and poor prognosis. Short telomere lengths have been previously associated with triple-negative and human epidermal growth factor receptor (Her2)-positive ductal carcinomas. However, these investigations have not specifically assessed invasive lobular carcinomas (ILCs), which accounts for 5% to 15% of all invasive breast cancers. Here, we evaluate telomere lengths within 48 primary ILCs with complete characterization of estrogen receptor (ER), progesterone receptor (PR), and Her2 status, including 32 luminal/Her2- (ER+/PR+/Her2), 8 luminal/Her2+ (ER+/PR+/Her2+), 3 Her2+ (ER-/PR-/Her2+), and 5 triple-negative (ER-/PR-/Her2) carcinomas. A telomere-specific fluorescence in situ hybridization assay, which provides single-cell telomere length resolution, was used to evaluate telomere lengths and compare with standard clinicopathological markers. In contrast to breast ductal carcinoma, in which more than 85% of cases display abnormally short telomeres, approximately half (52%) of the ILCs displayed either normal or long telomeres. Short telomere length was associated with older patient age. Interestingly, 3 cases (6%) displayed a unique telomere pattern consisting of 1 or 2 bright telomere spots among the normal telomere signals within each individual cancer cell, a phenotype that has not been previously described. Additional studies are needed to further evaluate the significance of the unique bright telomere spot phenotype and the potential utility of telomere length as a prognostic marker in lLC. (C) 2015 Elsevier Inc. All rights reserved.														0046-8177	1532-8392	10.1016/j.humpath.2015.05.001																		
J	BCI:BCI201500465789	25687106			Digital mammography screening in Germany: Impact of age and histological subtype on program sensitivity		Heidinger, Oliver (Oliver.Heidinger@krebsregister.nrw.de) ; Heidrich, Jan; Batzler, Wolf Ulrich; Krieg, Volker; Weigel, Stefanie; Heindel, Walter; Hense, Hans-Werner									Breast		2015	JUN 2015	24	3	191-196	191	196							Introduction: Program sensitivity (PS), i.e., the ratio of screen-detected cancers divided by the sum of screen-detected plus interval cancers, is a major outcome in population-based mammography screening programs (MSP). This study evaluated PS within the digital MSP in Germany focussing on the impact of age and histological subtype.Methods: Data of 838,579 first-time participants aged 50-69 years who were screened in 2005-2008 were linked with cancer registry data from Germany's most populous state, North Rhine-Westphalia. Invasive breast cancers and ductal carcinomas in situ (DCIS) were detected either at screening or during the 24 month post-screening interval. PS was evaluated with respect to age at screening, in-situ or invasive cancer and histological characteristics.Results: In total, 6767 cancers were detected at screening and 1884 cancers were diagnosed during the post-screening interval. The overall PS amounted to 78.2% and increased from 72.1% at age 50-54 years to 82.4% at age 65-69 years (p for trend <0.0001). PS was higher for non-lobular (79.1%) than lobular carcinomas (72.1%, p < 0.0001). The highest PS was observed in DCIS across all ages (> 90%), while PS was lowest among participants aged 50-54 years with invasive breast cancer (67.7%), particularly among those with lobular subtype (62.8%). Interval cancers showed generally more advanced tumour stages.Conclusions: While overall PS was high, differences across subgroups indicated that youngest screening participants are at higher risk of interval cancer. Age-adapted recall and assessment strategies in younger participants may need to be considered to improve PS in younger women. (C) 2015 Elsevier Ltd. All rights reserved.														0960-9776	1532-3080	10.1016/j.breast.2014.12.009																		
J	BCI:BCI201500465802	25771081			Occult cancer in specimens of reduction mammaplasty aimed at symmetrization. A multicentric study of 2718 patients		Sorin, T. (t.sorin@chu-nancy.fr) ; Fyad, J. P.; Delay, E.; Rouanet, P.; Rimareix, F.; Houpeau, J. L.; Classe, J. M.; Garrido, I.; De Lara, C. Tunon; Dauplat, J.; Bendavid, C.; Houvenaeghel, G.; Clough, K. B.; Sarfati, I.; Leymarie, N.; Trudel, M.; Salleron, J.; Guillemin, F.; Oldrini, G.; Brix, M.; Dolivet, G.; Simon, E.; Verhaeghe, J. L.; Marchal, F.									Breast		2015	JUN 2015	24	3	272-277	272	277							Women who have undergone surgical treatment for breast cancer often benefit from a contralateral reduction mammaplasty (CRM) aimed at symmetrization of the contralateral breast unaffected by the initial cancer. In our 7-year multicentric study (12 centers) of 2718 patients, incidence of CRM cancers (CRMc) was 1.47% (n = 40) [95% CI 1.05%-2.00%]. The CRMc group had significantly more initial mammary cancers of invasive lobular carcinoma (ILC, 22.5% vs 12.0%) and ductal carcinoma in situ (DCIS, 35.0% vs 21.6%) types than the healthy CRM group (p = 0.017). 35.0% (n = 14) of patients had en bloc resection; 25.0% (n = 10) of surgical specimens were correctly oriented. En bloc resection and orientation of surgical specimens enable precise pinpointing of the CRMc. A salvage lumpectomy may be proposed as an option when margins are invaded. The histological distribution of the 40 CRMc (mean size 12.7 mm) was carcinoma in situ (CIS) 70%, ILC 12.5%, invasive ductal carcinoma (IDC) 12.5% and tubular carcinoma (TC) 5.0%. (C) 2015 Elsevier Ltd. All rights reserved.				Oldrini, Guillaume/0000-0002-5638-3560										0960-9776	1532-3080	10.1016/j.breast.2015.02.033																		
J	BCI:BCI201500374886	25499960			Frequential versus spatial colour textons for breast TMA classification		Milagro Fernandez-Carrobles, M. (MMilagro.fernandez@uclm.es) ; Bueno, Gloria (Gloria.Bueno@uclm.es) ; Deniz, Oscar; Salido, Jesus; Garcia-Rojo, Marcial; Gonzandez-Lopez, Lucia									Computerized Medical Imaging and Graphics		2015	JUN 2015	42	Sp. Iss. SI	25-37	25	37							Advances in digital pathology are generating huge volumes of whole slide (WSI) and tissue microarray images (TMA) which are providing new insights into the causes of cancer. The challenge is to extract and process effectively all the information in order to characterize all the heterogeneous tissue-derived data. This study aims to identify an optimal set of features that best separates different classes in breast TMA. These classes are: stroma, adipose tissue, benign and benign anomalous structures and ductal and lobular carcinomas. To this end, we propose an exhaustive assessment on the utility of textons and colour for automatic classification of breast TMA. Frequential and spatial texton maps from eight different colour models were extracted and compared. Then, in a novel way, the TMA is characterized by the 1st and 2nd order Haralick statistical descriptors obtained from the texton maps with a total of 241 x 8 features for each original RGB image. Subsequently, a feature selection process is performed to remove redundant information and therefore to reduce the dimensionality of the feature vector. Three methods were evaluated: linear discriminant analysis, correlation and sequential forward search. Finally, an extended bank of classifiers composed of six techniques was compared, but only three of them could significantly improve accuracy rates: Fisher, Bagging Trees and AdaBoost Our results reveal that the combination of different colour models applied to spatial texton maps provides the most efficient representation of the breast TMA. Specifically, we found that the best colour model combination is Hb, Luv and SCT for all classifiers and the classifier that performs best for all colour model combinations is the AdaBoost. On a database comprising 628 TMA images, classification yields an accuracy of 98.1% and a precision of 96.2% with a total of 316 features on spatial textons maps. (C) 2014 Elsevier Ltd. All rights reserved.			Bueno, Gloria/K-6286-2014	Bueno, Gloria/0000-0002-7345-4869; Fernandez-Carrobles/0000-0003-0213-6473; Deniz, Oscar/0000-0002-0841-4131										0895-6111	1879-0771	10.1016/j.compmedimag.2014.11.009																		
J	BCI:BCI201500631704				Preliminary findings of anti-[F-18] FACBC (FACBC) PET-CT imaging of breast cancer		Tade, Funmilayo; Odewole, Oluwaseun; Cohen, Michael; Styblo, Toncred; Li, Xiaoxian; Holbrook, Anna; Newell, Mary; Savir-Baruch, Bital; Goodman, Mark; Schuster, David									Journal of Nuclear Medicine		2015	MAY 1 2015	56	3, Suppl. 3	567	567																						0161-5505	1535-5667																			
J	BCI:BCI201500631719				Do histopathological primary tumor characteristics translate into different FDG uptake quantification features in stage II-III breast cancer?		Groheux, David; Majdoub, Mohamed; Tixier, Florent; Martineau, Antoine; Merlet, Pascal; Espie, Marc; de Roquancourt, Anne; Hindie, Elif; Hatt, Mathieu; Visvikis, Dimitris									Journal of Nuclear Medicine		2015	MAY 1 2015	56	3, Suppl. 3	582	582											Hatt, Mathieu/M-8917-2017											0161-5505	1535-5667																			
J	BCI:BCI201500571009				Association between vitamin D supplementation and mammographic density change over time in women at high risk for breast cancer		Crew, Katherine D.; Xiao, Tong; Terry, Mary Beth									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P6-10-15	P6																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P6-10-15																		
J	BCI:BCI201500570884				Oncologist treatment choices in patients with early stage invasive lobular breast carcinoma - a survey		Jacobs, Carmel; Clemons, Mark; Ibrahim, Mohamed F. K.; Addison, Christina; Caudrelier, Jean-Michel; Graham, Ian D.; Hutton, Brain; Arnaout, Angel									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P5-21-09	P5																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P5-21-09																		
J	BCI:BCI201500570132				Lobular histology and partial breast irradiation: To what extent is it a cautionary parameter?		Leonardi, Maria Cristina; Maisonneuve, Patrick; Morra, Anna; Rotmensz, Nicole; Dicuonzo, Samantha; Lazzari, Roberta; Dell'acqua, Veronica; Cattani, Federica; Mastropasqua, Mauro; Luini, Alberto; Orecchia, Roberto									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P1-15-06	P1																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P1-15-06																		
J	BCI:BCI201500570492				Neoadjuvant chemotherapy in invasive lobular breast carcinoma: Comparison of response, surgery and disease free survival with invasive ductal carcinoma		Martin, Hilary L.; Walsh, Geraldine; Khabra, Komel; Skinner, Tabitha; Smith, Ian E.									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P3-11-05	P3																						0008-5472	1538-7445																			
J	BCI:BCI201500570219				Accuracy of estrogen receptor, progesterone receptor, HER2 Status and Ki67 labeling index between core needle and surgical excisional tumour in 910 patients with breast cancer		Nakamura, Rikiya; Yamamoto, Naohito; Itookubo, Yoshiyuki; Nakagawa, Ayako; Itami, Makiko									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P2-04-08	P2																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P2-04-08																		
J	BCI:BCI201500570895				The neuronal protein sortilin is expressed in aggressive breast cancers and participates in tumor cell growth and invasion		Pundavela, Jay; Roselli, Severine; Demont, Yohann; Faulkner, Sam; Attia, John; Keene, Sheridan; Walker, Marjorie M.; Hondermarck, Hubert									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P6-01-11	P6																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P6-01-11																		
J	BCI:BCI201500570953				Is there prognostic significance of tumor cellularity in primary non-treated breast carcinoma?		Reisenbichier, Emily S.; Dupont, William; Dale, Plummer; Hameed, Omar									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P6-08-13	P6																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P6-08-13																		
J	BCI:BCI201500570149				Effect of margin width on local recurrence in invasive lobular carcinoma treated with multimodality therapy		Sagara, Yasuaki; Barry, William T.; Vaz-Luis, Ines; Aydogan, Fatih; Brock, Jane E.; Winer, Eric P.; Golshan, Mehra; Metzger, Otto									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P1-16-01	P1												SAGARA, YASUAKI/0000-0001-5705-1739										0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P1-16-01																		
J	BCI:BCI201500570138				Short term toxicity of intraoperative radiotherapy for patients with breast cancer treated at a single center		Shai, Ayelet; Zur, Maoz; Leviov, Michelle; Bitterman, Arie; Eitan, Shiloni; Steiner, Mariana									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P1-15-13	P1																						0008-5472	1538-7445																			
J	BCI:BCI201500570355				Invasive lobular carcinoma cell lines utilize WNT4 signaling to mediate estrogen-induced growth		Sikora, Matthew J.; Bahreini, Amir; Alexander, Caroline M.; Oesterreich, Steffi									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P3-04-05	P3																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P3-04-05																		
J	BCI:BCI201500570009				Histone deacetylase HDAC7 is a putative therapeutic target in invasive lobular carcinoma		Sikora, Matthew J.; Oesterreich, Steffi									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P1-06-01	P1																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P1-06-01																		
J	BCI:BCI201500569990				An analysis of lesions diagnosed on screening breast ultrasound in women with dense breasts: Four years of data		Weigert, Jean M.									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P1-02-05	P1																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P1-02-05																		
J	BCI:BCI201500570189				Axillary involvement in lobular breast cancer		Zamora, Pilar; Marti, Covadonga; Roman, Ana; Oliver, Jose M.; de Santiago, Javier; Sanchez-Mendez, Jose I.									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P2-01-29	P2																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P2-01-29																		
J	BCI:BCI201500449133	25837163			Expression of Sarcosine Metabolism-Related Proteins in Invasive Lobular Carcinoma: Comparison to Invasive Ductal Carcinoma		Cha, Yoon Jin; Jung, Woo Hee; Cho, Nam Hoon; Koo, Ja Seung (kjs1976@yuhs.ac)									Yonsei Medical Journal		2015	MAY 1 2015	56	3	598-607	598	607							Purpose: The aims of this study were to compare the expression of sarcosine metabolism-related proteins between invasive lobular carcinoma (ILC) and invasive ductal carcinoma (IDC) and to determine the implications of these results. Materials and Methods: Tissue microarrays were constructed, containing 30 samples from normal breast tissue, 114 samples from patients with ILC, and 692 samples from patients with IDC. Immunohistochemical staining was performed to examine the expression of sarcosine metabolism-related proteins [glycine N-methyltransferase, sarcosine dehydrogenase, and l-pipecolic acid oxidese (PIPOX)]. Results: The sarcosine metabolic phenotype differed between ILC and DC (p<0.001). In IDC, sarcosine metabolic phenotype was distributed as null type (61.7%)>low sarcosine type (30.4%)>high sarcosine type (5.0%)>intermediate type (2.9%). However, in ILC, the sarcosine metabolic phenotype was distributed as low sarcosine type (61.4%)>null type (32.5%)>intermediate type (5.3%)>high sarcosine type (0.9%). PIPOX showed higher expression in ILC than in IDC (p<0.001) and correlated with androgen receptor (AR) positivity (p=0.001) in ILC. Conclusion: Expression of sarcosine metabolism-related proteins differed between ILC and IDC. Low sarcosine type was the majority sarcosine metabolic phenotype of ILC. PIPOX expression was predominant in ILC and correlated with AR positivity.														0513-5796	1976-2437	10.3349/ymj.2015.56.3.598																		
J	BCI:BCI201500570515				Lurbinectedin (PM01183) activity in BRCA1/2-associated or unselected metastatic breast cancer. Interim results of an ongoing phase II trial		Balmna, Judit; Cruz, Cristina; Garber, Judy; Fidalgo, Jose A. Perez; Lluch, Ana; Tung, Nadine; Antolin, Silvia; Fernandez, Cristian; Kahatt, Carmen; Szyldergemajn, Sergio; Matos, Arturo Soto; Extremera, Sonia; Baselga, Jose; Isakoff, Steven J.									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P3-13-01	P3																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P3-13-01																		
J	BCI:BCI201500570679				Breast cancer histolological subtypes by race/ethnicity		Parise, Carol; Caggiano, Vincent									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P4-14-10	P4																						0008-5472	1538-7445	10.1158/1538-7445.SABCS14-P4-14-10																		
J	BCI:BCI201500635338	25871389			Sortilin is associated with breast cancer aggressiveness and contributes to tumor cell adhesion and invasion		Roselli, Severine; Pundavela, Jay; Demont, Yohann; Faulkner, Sam; Keene, Sheridan; Attia, John; Jiang, Chen Chen; Zhang, Xu Dong; Walker, Marjorie M.; Hondermarck, Hubert (hubert.hondermarck@newcastle.edu.au)									Oncotarget		2015	APR 30 2015	6	12	10473-10486	10473	10486							The neuronal membrane protein sortilin has been reported in a few cancer cell lines, but its expression and impact in human tumors is unclear. In this study, sortilin was analyzed by immunohistochemistry in a series of 318 clinically annotated breast cancers and 53 normal breast tissues. Sortilin was detected in epithelial cells, with increased levels in cancers, as compared to normal tissues (p = 0.0088). It was found in 79% of invasive ductal carcinomas and 54% of invasive lobular carcinomas (p < 0.0001). There was an association between sortilin expression and lymph node involvement (p = 0.0093), suggesting a relationship with metastatic potential. In cell culture, sortilin levels were higher in cancer cell lines compared to non-tumorigenic breast epithelial cells and siRNA knockdown of sortilin inhibited cancer cell adhesion, while proliferation and apoptosis were not affected. Breast cancer cell migration and invasion were also inhibited by sortilin knockdown, with a decrease in focal adhesion kinase and SRC phosphorylation. In conclusion, sortilin participates in breast tumor aggressiveness and may constitute a new therapeutic target against tumor cell invasion.				Zhang, Xu Dong/0000-0001-9457-8003										1949-2553	1949-2553	10.18632/oncotarget.3401																		
J	BCI:BCI201500639086	25932376			Bilateral synchronous carcinoma breast- a rare case presentation		Kappikeri, Vijay Kumar Shankarrao (vijaykapps@yahoo.co.in) ; Kriplani, Akshay Mahesh									SpringerPlus		2015	APR 22 2015	4		Article No.: 193	193								Introduction: Bilateral Breast Carcinoma (BBC) is a rare entity with incidence of synchronous carcinoma being 2-5% of all breast malignancies, which is much less than metachronous carcinoma. Synchronicity/metachronicity are usually associated with local and lymphatic spread and with blood-borne spread to lungs, bones and liver. Moreover BBC are mostly lobular carcinomas but we report a rare case of Infiltrating Ductal Carcinoma (IDC) as the primary carcinoma and Lobular Carcinoma as the secondary.Case description: 56 year old female who presented with a Stage IIIB fungating growth around 10x8cm in the lower inner, lower outer and upper outer quadrant of right breast since 6 months and a StageIIA 4x4cm tumour felt in the left breast in the upper inner and lower outer quadrant. Wedge biopsy of the right breast fungating mass showed Ductal Carcinoma and FNAC of the left breast lump suggested Lobular carcinoma which was confirmed on Histopathology after surgery. Patient was subjected to Hormonal therapy (Tab Tamoxifen), chemotherapy (Cyclophosphamide, 5 FU, and Doxorubicin) followed by Radiotherapy. Patient recovered well and shows no recurrence or signs of metastasis in the 8 months of follow up.Discussion and evaluation: Different histological subtypes with different grades of tumour in both breasts suggested two different synchronous primary tumours. Early detection of the contralateral tumour is of utmost importance emphasising the significance of breast self-examination. Screening tools like MRI have a greater sensitivity compared to Mammography. There are no clear treatment guidelines for bilateral breast cancer. Patients are often treated with bilateral mastectomy, with breast conservative surgery having unclear importance.Conclusion: Meticulous diagnosis and appropriate management help to improve the longitivity with an improved quality of life.														2193-1801	2193-1801	10.1186/s40064-015-0953-3																		
J	BCI:BCI201500419163	25874699			Surgical Management for Early-Stage Bilateral Breast Cancer Patients in China		Chen, Jia-jian; Huang, Nai-si; Xue, Jing-yan; Quan, Chen-lian; Tan, Yu-long; Liu, Guang-yu; Shao, Zhi-min; Wu, Jiong (wujiong1122@vip.sina.com)									PLoS One		2015	APR 13 2015	10	4	Article No.: e0122692	e0122692								BackgroundThe aim of this study was to investigate the current surgical management strategy for bilateral breast cancer (BBC) patients and to assess the changes in this strategy in China.MethodsThis is a retrospective review of all patients with early-stage BBC who underwent surgical treatment at the Fudan University Shanghai Cancer Center between June 2007 and June 2014.ResultsA total of 15,337 patients with primary breast cancer were identified. Of these patients, 218 (1.5%) suffered from synchronous bilateral breast cancer (sBBC), and 296 (2.0%) suffered from metachronous bilateral breast cancer (mBBC). Patients with a lobular carcinoma component, those with estrogen receptor-positive cancer, and those with an accompanying sclerosing adenosis in the affected breast tended to develop BBC. The rates of bilateral mastectomy, breast conserving therapy, reconstruction, and combined surgeries were 86.2%, 6.4%, 3.7%, and 3.7%, respectively, for patients with sBBC and 81.1%, 4.4%, 3.0%, and 11.5%, respectively, for patients with mBBC. The interval between bilateral cancers, age at first diagnosis of breast cancer, histopathological type, and stage have significant impacts on the choice of surgery for patients with BBC.ConclusionsBilateral mastectomy was the dominant surgical management for patients with BBC in China, despite the increased application of breast reconstruction surgery observed in recent years. Bilateral prosthetic breast reconstruction was the ideal choice for patients with sBBC. Chinese surgeons should take responsibility for patient education and inform their patients about their surgical options.				CHEN, Jiajian/0000-0001-9202-404X										1932-6203	1932-6203	10.1371/journal.pone.0122692																		
J	BCI:BCI201500637812				DISTRIBUTION AND CLINICOPATHOLOGICAL FEATURES OF BREAST CANCER HISTOLOGICAL SUBTYPES IN LATVIA		Srebnijs, Andrejs (srebnijs@apollo.lv) ; Isajevs, Sergejs; Eglitis, Janis; Krumins, Viesturs; Berzins, Juris; Vikmanis, Uldis									Proceedings of the Latvian Academy of Sciences Section B Natural Exact and Applied Sciences		2015	APR 2015	69	1-2	14-19	14	19							Breast cancer is a heterogenous disease. It consists of several histological subtypes that can be separated by morphology and immunohistochemistry. The aim of our study was to determine the distribution of breast cancer histological and molecular subtypes, and their relationship with clinical and pathological characteristics. A total of 561 patients who underwent breast carcinoma surgical treatment from January 2003 till December 2012 were enrolled in the study. In total, invasive ductal carcinomas not otherwise specified (IDC-NOS) plus invasive ductal carcinomas no special type (IDC-NST) were observed in 430 patients (76.65% of cases), medullar carcinoma in 14 patients (2.45%), other rare ductal carcinoma subtypes in 13 patients (2.31%), lobular carcinoma in 81 patients (14.4%) and tubulolobular carcinoma in 23 patients (4.19%). Ductal carcinoma, lobular and tubulolobular carcinoma had predominantly luminal A and B subtype, whereas medullar carcinoma had HER2- positive and triple-negative (TN) subtype. Tubular, cribriform, mucinous, papillary, and apocrine carcinomas had predominantly luminal A subtype. Significant differences between breast cancer histological subtypes and clinicopathological characteristics were observed. Our study for the first time reported the distribution and characteristics of breast cancer histological subtypes in Latvian women and relationship to clinical and tumour histopathological characteristics.														1407-009X	1407-009X																			
J	BCI:BCI201500325637	25421310			Spontaneous bone metastases in a preclinical orthotopic model of invasive lobular carcinoma; the effect of pharmacological targeting TGF beta receptor I kinase		Buijs, Jeroen T. (J.T.Buijs@LUMC.nl) ; Matula, Kasia M.; Cheung, Henry; Kruithof-de Julio, Marianna; van der Mark, Maaike H.; Snoeks, Thomas J.; Cohen, Ron; Corver, Willem E.; Mohammad, Khalid S.; Jonkers, Jos; Guise, Theresa A.; van der Pluijm, Gabri									Journal of Pathology		2015	APR 2015	235	5	745-759	745	759							Invasive ductal carcinoma (IDC) and invasive lobular carcinoma (ILC) are the most frequently occurring histological subtypes of breast cancer, accounting for 80-90% and 10-15% of the total cases, respectively. At the time of diagnosis and surgical resection of the primary tumour, most patients do not have clinical signs of metastases, but bone micrometastases may already be present. Our aim was to develop a novel preclinical ILC model of spontaneous bone micrometastasis. We used murine invasive lobular breast carcinoma cells (KEP) that were generated by targeted deletion of E-cadherin and p53 in a conditional K14cre;Cdh1((F/F));Trp53((F/F)) mouse model of de novo mammary tumour formation. After surgical resection of the growing orthotopically implanted KEP cells, distant metastases were formed. In contrast to other orthotopic breast cancer models, KEP cells readily formed skeletal metastases with minimal lung involvement. Continuous treatment with SD-208 (60mg/kg per day), an orally available TGF receptor I kinase inhibitor, increased the tumour growth at the primary site and increased the number of distant metastases. Furthermore, when SD-208 treatment was started after surgical resection of the orthotopic tumour, increased bone colonisation was also observed (versus vehicle). Both our in vitro and in vivo data show that SD-208 treatment reduced TGF signalling, inhibited apoptosis, and increased proliferation. In conclusion, we have demonstrated that orthotopic implantation of murine ILC cells represent a new breast cancer model of minimal residual disease in vivo, which comprises key steps of the metastatic cascade. The cancer cells are sensitive to the anti-tumour effects of TGF. Our in vivo model is ideally suited for functional studies and evaluation of new pharmacological intervention strategies that may target one or more steps along the metastatic cascade of events. (c) 2014 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland.														0022-3417	1096-9896	10.1002/path.4488																		
J	BCI:BCI201500302425	25651912			Dlx-2 is implicated in TGF-beta- and Wnt-induced epithelial-mesenchymal, glycolytic switch, and mitochondrial repression by Snail activation		Lee, Su Yeon; Jeon, Hyun Min; Ju, Min Kyung; Jeong, Eui Kyong; Kim, Cho Hee; Yoo, Mi-Ae; Park, Hye Gyeong; Han, Song Iy; Kang, Ho Sung (hspkang@pusan.ac.kr)									International Journal of Oncology		2015	APR 2015	46	4	1768-1780	1768	1780							Epithelial-mesenchymal transition (EMT) and oncogenic metabolism (including glycolytic switch) are important for tumor development and progression. Here, we show that Dlx-2, one of distal-less (Dlx) homeobox genes, induces EMT and glycolytic switch by activation of Snail. In addition, it was induced by TGF-beta and Wnt and regulates TGF-beta- and Wnt-induced EMT and glycolytic switch by activating Snail. We also found that TGF-beta/Wnt suppressed cytochrome c oxidase (COX), the terminal enzyme of the mitochondrial respiratory chain, in a Dlx-2/Snail-dependent manner. TGF-beta/Wnt appeared to downregulate the expression of various COX subunits including COXVIc, COXVIIa and COXVIIc; among these COX subunits, COXVIc was a common target of TGF-beta, Wnt, Dlx-2 and Snail, indicating that COXVIc downregulation plays an important role(s) in TGF-beta/Wnt-induced COX inhibition. Taken together, our results showed that Dlx-2 is involved in TGF-beta- and Wnt-induced EMT, glycolytic switch, and mitochondrial repression by Snail activation.														1019-6439	1791-2423	10.3892/ijo.2015.2874																		
J	BCI:BCI201500360276				Preoperative identification of early breast cancer patients for safely avoiding axillary surgery		Listorti, C.; Rulli, A.; Prosperi, E.; Covarelli, P.; Barberini, F.									Breast		2015	MAR 2015	24	Suppl. 1	S134-S135	S134	S135																					0960-9776	1532-3080	10.1016/S0960-9776(15)70344-9																		
J	BCI:BCI201500360275				A new predictive score for axillary lymph node metastases in breast cancer patients		Ogura, T.; Kinoshita, T.; Jimbo, K.; Asaga, S.; Hojo, T.									Breast		2015	MAR 2015	24	Suppl. 1	S134	S134																						0960-9776	1532-3080	10.1016/S0960-9776(15)70343-7																		
J	BCI:BCI201500360221				Clinical features and survival of women diagnosed with invasive lobular carcinoma in Thailand		Samphao, S.; Tangjatuporn, W.; Mahattanobol, S.; Tanaanantarak, P.									Breast		2015	MAR 2015	24	Suppl. 1	S114-S115	S114	S115																					0960-9776	1532-3080	10.1016/S0960-9776(15)70289-4																		
J	BCI:BCI201500297960	25677741			Contralateral breast cancer risk in relation to tumor morphology and age-in which patients is preoperative MRI justified?		de Glas, N. A. (n.a.de_glas@lumc.nl) ; Engels, C. C.; Bastiaannet, E.; van de Water, W.; Siesling, S.; de Craen, A. J. M.; van de Velde, C. J. H.; Liefers, G. J. (g.j.liefers@lumc.nl) ; Merkus, J. W. S.									Breast Cancer Research and Treatment		2015	FEB 2015	150	1	191-198	191	198							Identification of patients who are at increased risk for contralateral breast cancer is essential to determine which patients should be routinely screened for contralateral breast cancer using MRI. The aim of this study was to assess the association of age and tumor morphology with contralateral breast cancer incidence in a large, nationwide population-based study in the Netherlands. All patients with breast cancer stage I-III, diagnosed between 1989 and 2009, were selected from the Netherlands Cancer Registry. The association between contralateral breast cancer risk with tumor morphology and age was assessed using competing-risk regression according to Fine & Gray. Overall, 194,898 patients were included. In multivariable analyses, lobular tumors were significantly associated with an increased risk of contralateral breast cancer within 6 months (cumulative incidence 1.9 %, subdistribution hazard ratio (SHR) 1.17, 95 % confidence interval (CI) 1.06-1.30 compared with 1.3 % in ductal tumors, p = 0.002). Age was also associated with an increased risk of contralateral breast cancer within 6 months (SHR 2.34, 95 % CI 2.08-2.62, p < 0.002 for patients over the age of 75 as compared to patients younger than 50 years). The absolute risk of contralateral breast cancer within 6 months is only slightly increased in patients with a lobular tumor and older patients. In our view, this small increased risk does not justify standard use of preoperative MRI based on tumor morphology or age alone. We propose a more personalized strategy in which additional risk factors (family history, prognosis of primary tumor, and others) may play a role.														0167-6806	1573-7217	10.1007/s10549-015-3294-6																		
J	BCI:BCI201500289561				Multifocal Breast Cancer: Distinguishing Independent Tumor Foci From In-Transit Metastases		Alexander, Melissa; Acosta-Gonzalez, Gabriel; Malerba, Stefano; Goldberg, Judith; Darvishian, Farbod									Modern Pathology		2015	FEB 2015	28	Suppl. 2	32A	32A																						0893-3952	1530-0285																			
